1225;0;18.75
1726;1;21.50
2242;2;22.75
2771;0;18.75
3273;1;21.50
3788;2;22.75
4319;0;18.75
4819;1;21.50
5336;2;22.75
5866;0;18.75
6367;1;21.50
6883;2;22.75
6883;P;30
7413;0;18.75
7914;1;21.50
8430;2;22.75
8960;0;18.75
9461;1;21.50
9977;2;22.50
10507;0;18.75
11009;1;21.50
11524;2;22.75
12054;0;18.75
12555;1;21.50
13071;2;22.50
13601;0;18.75
14102;1;21.50
14618;2;22.75
15149;0;18.75
15649;1;21.50
16165;2;22.75
16695;0;18.75
17197;1;21.50
17712;2;22.75
18242;0;18.75
18744;1;21.50
19259;2;22.75
19789;0;19.00
20291;1;21.50
20806;2;22.75
21337;0;18.75
21837;1;21.50
22353;2;22.75
22884;0;18.75
23385;1;21.50
23901;2;22.75
24431;0;19.00
24932;1;21.50
25448;2;22.75
25977;0;18.75
26479;1;21.50
26994;2;22.75
27525;0;19.00
28026;1;21.50
28541;2;22.75
29072;0;18.75
29573;1;21.50
30089;2;22.75
30619;0;18.75
31120;1;21.50
31636;2;22.75
32166;0;19.00
32667;1;21.50
33183;2;22.75
33183;P;40
33713;0;19.00
34214;1;21.50
34731;2;23.00
35260;0;19.00
35762;1;21.50
36278;2;23.00
36807;0;19.25
37309;1;21.50
37824;2;23.00
38354;0;19.50
38856;1;21.50
39371;2;23.00
39902;0;19.75
40403;1;21.50
40919;2;23.00
41449;0;20.25
41951;1;21.50
42466;2;23.25
42996;0;20.50
43498;1;21.50
44013;2;23.25
44544;0;21.00
45045;1;21.50
45560;2;23.25
46091;0;21.25
46593;1;21.50
47108;2;23.25
47638;0;21.75
48140;1;21.50
48655;2;23.25
49185;0;22.25
49687;1;21.50
50202;2;23.25
50733;0;22.75
51234;1;21.50
51749;2;23.50
52280;0;23.50
52782;1;21.50
53297;2;23.50
53827;0;24.00
54329;1;21.50
54844;2;23.50
55374;0;24.75
55876;1;21.50
56391;2;23.50
56922;0;25.50
57423;1;21.50
57938;2;23.50
57938;P;50
58469;0;26.00
58971;1;21.75
59487;2;23.75
60017;0;26.75
60518;1;21.75
61034;2;23.75
61564;0;27.50
62065;1;21.75
62581;2;23.75
63112;0;28.00
63612;1;21.75
64129;2;23.75
64659;0;28.75
65161;1;22.00
65676;2;24.00
66206;0;29.50
66708;1;22.00
67223;2;24.00
67753;0;30.00
68255;1;22.25
68771;2;24.00
69301;0;30.75
69803;1;22.25
70319;2;24.00
70849;0;31.50
71350;1;22.25
71866;2;24.00
72396;0;32.25
72897;1;22.50
73413;2;24.25
73944;0;33.00
74445;1;22.50
74960;2;24.25
75491;0;33.75
75993;1;22.75
76509;2;24.25
77038;0;34.50
77540;1;22.75
78056;2;24.25
78586;0;35.00
79087;1;23.00
79603;2;24.25
80134;0;35.75
80635;1;23.00
81150;2;24.50
81681;0;36.50
82183;1;23.00
82698;2;24.50
82698;P;60
83228;0;37.25
83730;1;23.25
84246;2;24.50
84776;0;37.75
85277;1;23.25
85793;2;24.50
86324;0;38.50
86824;1;23.25
87341;2;24.50
87871;0;39.25
88373;1;23.50
88888;2;24.75
89418;0;39.75
89920;1;23.50
90436;2;24.75
90966;0;40.50
91467;1;23.50
91983;2;24.75
92514;0;41.25
93015;1;23.50
93531;2;24.75
94061;0;41.75
94563;1;23.50
95078;2;24.75
95608;0;42.50
96110;1;23.75
96626;2;25.00
97157;0;43.25
97657;1;23.75
98173;2;25.00
98704;0;44.00
99206;1;23.75
99722;2;25.00
100251;0;44.50
100753;1;23.75
101269;2;25.00
101799;0;45.25
102301;1;23.75
102817;2;25.00
103348;0;46.00
103848;1;24.00
104365;2;25.25
104895;0;46.75
105397;1;24.00
105913;2;25.25
106443;0;47.25
106945;1;24.25
107460;2;25.25
107991;0;48.00
108492;1;24.25
109008;2;25.25
109539;0;48.75
110041;1;24.25
110557;2;25.25
111087;0;49.25
111588;1;24.25
112104;2;25.50
112634;0;50.00
113136;1;24.50
113652;2;25.50
113652;P;70
114183;0;50.75
114684;1;24.50
115201;2;25.50
115731;0;51.50
116233;1;24.75
116749;2;25.50
117279;0;52.00
117781;1;24.75
118297;2;25.50
118828;0;52.75
119329;1;24.75
119845;2;25.75
120376;0;53.25
120878;1;25.00
121395;2;25.75
121925;0;54.00
122428;1;25.00
122944;2;25.75
123475;0;54.75
123978;1;25.25
124494;2;25.75
125026;0;55.50
125529;1;25.25
126046;2;25.75
126578;0;56.25
127081;1;25.50
127598;2;26.00
128131;0;57.00
128633;1;25.75
129152;2;26.00
129684;0;57.75
130187;1;26.00
130705;2;26.00
131237;0;58.50
131741;1;26.00
132259;2;26.00
132792;0;59.25
133297;1;26.25
133815;2;26.00
133815;P;80
134348;0;60.00
134852;1;26.50
135371;2;26.25
135904;0;60.75
136409;1;26.75
136928;2;26.25
137461;0;61.50
137966;1;27.00
138485;2;26.25
139019;0;62.25
139524;1;27.00
140044;2;26.25
140577;0;63.00
141083;1;27.25
141602;2;26.25
142137;0;63.75
142643;1;27.50
143163;2;26.50
143697;0;64.25
144203;1;27.75
144723;2;26.50
145258;0;65.00
145764;1;28.00
146285;2;26.50
146820;0;65.75
147326;1;28.25
147847;2;26.50
148382;0;66.25
148889;1;28.50
149410;2;26.50
149946;0;66.75
150452;1;28.75
150973;2;26.75
151510;0;67.50
152016;1;28.75
152538;2;26.75
153074;0;68.00
153581;1;29.00
154102;2;26.75
154639;0;68.75
155147;1;29.50
155668;2;26.75
156205;0;69.25
156712;1;29.50
157235;2;26.75
157771;0;70.00
158279;1;29.75
158801;2;27.00
159339;0;70.50
159847;1;30.00
160370;2;27.00
160907;0;71.00
161416;1;30.25
161938;2;27.00
162476;0;71.75
162984;1;30.50
163508;2;27.00
163508;P;90
164045;0;72.25
164554;1;30.75
165078;2;27.25
165616;0;73.00
166125;1;31.00
166649;2;27.25
167187;0;73.75
167697;1;31.25
168220;2;27.25
168759;0;74.50
169269;1;31.50
169793;2;27.25
170332;0;75.00
170843;1;31.75
171367;2;27.25
171906;0;75.75
172417;1;32.00
172941;2;27.50
173480;0;76.50
173991;1;32.25
174517;2;27.50
175056;0;77.00
175566;1;32.50
176093;2;27.50
176632;0;77.75
177143;1;32.75
177669;2;27.50
178209;0;78.50
178720;1;33.00
179247;2;27.75
179787;0;79.25
180299;1;33.25
180826;2;27.75
181366;0;79.75
181878;1;33.50
182406;2;27.75
182946;0;80.50
183459;1;33.75
183986;2;27.75
184527;0;81.25
185040;1;34.00
185568;2;27.75
186109;0;82.00
186622;1;34.25
187150;2;28.00
187693;0;82.50
188206;1;34.50
188733;2;28.00
189276;0;83.25
189790;1;34.75
190318;2;28.00
190861;0;84.00
191375;1;35.00
191903;2;28.00
192446;0;84.75
192961;1;35.25
193489;2;28.25
194033;0;85.50
194548;1;35.50
195077;2;28.25
195077;P;100
195621;0;86.25
196136;1;35.75
196666;2;28.25
197210;0;87.00
197725;1;36.00
198255;2;28.25
198800;0;87.75
199315;1;36.50
199845;2;28.50
200390;0;88.50
200906;1;36.75
201438;2;28.50
201982;0;89.50
202500;1;37.00
203031;2;28.50
203577;0;90.25
204093;1;37.25
204624;2;28.50
205171;0;91.00
205688;1;37.50
206220;2;28.75
206767;0;91.75
207284;1;38.00
207816;2;28.75
208363;0;92.75
208882;1;38.25
209415;2;28.75
209963;0;94.00
210481;1;38.50
211014;2;28.75
211563;0;95.00
212082;1;38.75
212616;2;29.00
212616;P;105
213165;0;96.00
213684;1;39.25
214218;2;29.00
214767;0;96.50
215287;1;39.50
215822;2;29.00
216371;0;97.25
216892;1;39.75
217426;2;29.00
217976;0;97.75
218497;1;40.25
219031;2;29.25
219581;0;98.00
220102;1;40.75
220637;2;29.25
221187;0;98.25
221708;1;41.25
222243;2;29.25
222793;0;98.50
223313;1;41.75
223849;2;29.25
224399;0;98.50
224920;1;42.25
225456;2;29.25
226006;0;98.50
226527;1;42.75
227062;2;29.25
227611;0;98.50
228132;1;43.25
228668;2;29.25
229218;0;98.50
229739;1;43.75
230275;2;29.50
230824;0;98.50
231345;1;44.25
231880;2;29.50
232430;0;98.25
232950;1;44.75
233486;2;29.50
234036;0;98.00
234556;1;45.50
235091;2;29.50
235641;0;98.00
236162;1;46.00
236697;2;29.50
237246;0;97.75
237767;1;46.50
238302;2;29.50
238852;0;97.75
239372;1;47.00
239906;2;29.50
240456;0;97.50
240976;1;47.50
241511;2;29.50
242061;0;97.50
242581;1;48.00
243116;2;29.50
243665;0;97.25
244186;1;48.50
244720;2;29.50
245269;0;97.25
245790;1;48.75
246325;2;29.75
246874;0;97.25
247394;1;49.25
247928;2;29.50
248478;0;97.00
248998;1;49.75
249533;2;29.50
250082;0;97.00
250602;1;50.25
251137;2;29.75
251685;0;97.00
252206;1;50.50
252740;2;29.75
253290;0;96.75
253809;1;51.00
254344;2;29.75
254893;0;96.75
255413;1;51.25
255948;2;29.75
256497;0;97.00
257017;1;51.75
257552;2;29.75
258101;0;97.25
258621;1;52.25
259155;2;29.75
259705;0;97.75
260226;1;52.50
260596;2;29.75
260730;0;97.75
260832;1;52.50
261266;2;29.75
261815;0;98.25
262336;1;53.00
262872;2;29.75
263421;0;98.25
263942;1;53.25
264477;2;29.75
265027;0;98.50
265548;1;53.75
266084;2;30.00
266634;0;98.50
267155;1;54.00
267691;2;30.00
268240;0;98.75
268761;1;54.25
