311014;1;19.50
311529;2;18.75
312059;0;18.75
312560;1;19.50
313075;2;18.75
313606;0;18.75
314106;1;19.50
314622;2;18.75
315152;0;18.75
315654;1;19.50
316169;2;18.75
316169;P;30
316699;0;18.75
317200;1;19.50
317715;2;18.75
318245;0;18.75
318746;1;19.50
319262;2;18.75
319792;0;18.75
320293;1;19.50
320808;2;18.75
321338;0;18.75
321840;1;19.50
322355;2;18.75
322885;0;18.75
323386;1;19.50
323901;2;18.75
324431;0;18.75
324932;1;19.50
325448;2;18.75
325978;0;18.75
326479;1;19.50
326994;2;18.75
327525;0;18.75
328026;1;19.50
328541;2;18.75
329071;0;18.75
329572;1;19.50
330088;2;18.75
330617;0;18.75
331119;1;19.50
331634;2;18.75
332165;0;18.75
332665;1;19.50
333180;2;18.75
333711;0;19.00
334212;1;19.50
334728;2;18.75
335257;0;19.75
335759;1;19.50
336274;2;19.00
336804;0;20.75
337305;1;19.50
337820;2;18.75
338351;0;21.75
338851;1;19.50
339366;2;19.00
339897;0;23.00
340398;1;19.50
340914;2;19.00
341443;0;24.00
341945;1;19.50
342460;2;19.00
342460;P;40
342990;0;25.25
343491;1;19.50
344007;2;19.00
344537;0;26.75
345037;1;19.50
345553;2;19.00
346083;0;28.00
346585;1;19.50
347100;2;19.00
347630;0;29.50
348131;1;19.50
348647;2;19.25
349176;0;30.75
349678;1;19.50
350193;2;19.25
350724;0;32.00
351224;1;19.50
351739;2;19.25
352270;0;33.50
352771;1;19.50
353287;2;19.25
353816;0;35.00
354318;1;19.50
354833;2;19.50
355363;0;36.25
355864;1;19.50
356380;2;19.50
356910;0;37.50
357411;1;19.50
357926;2;19.50
358457;0;39.00
358958;1;19.50
359474;2;19.50
359474;P;50
360003;0;40.25
360505;1;19.50
361020;2;19.50
361550;0;41.50
362051;1;19.50
362566;2;19.75
363097;0;42.75
363597;1;19.50
364113;2;19.75
364643;0;44.25
365145;1;19.50
365660;2;19.75
366190;0;45.50
366691;1;19.50
367207;2;19.75
367736;0;46.75
368238;1;19.50
368753;2;20.00
369284;0;48.25
369784;1;19.50
370300;2;20.00
370830;0;49.50
371332;1;19.50
371847;2;20.00
372377;0;50.75
372879;1;19.50
373395;2;20.00
373395;P;60
373926;0;52.00
374428;1;19.50
374944;2;20.25
375476;0;53.25
375979;1;19.75
376495;2;20.25
377026;0;54.50
377529;1;19.75
378047;2;20.25
378578;0;55.75
379082;1;19.75
379599;2;20.25
380132;0;57.00
380636;1;19.75
381154;2;20.25
381686;0;58.25
382190;1;19.75
382709;2;20.50
383242;0;59.50
383747;1;19.75
384266;2;20.50
384266;P;70
384799;0;60.50
385304;1;20.00
385823;2;20.50
386357;0;61.75
386863;1;20.00
387382;2;20.50
387916;0;63.25
388422;1;20.00
388942;2;20.75
389478;0;64.75
389984;1;20.00
390505;2;20.75
391041;0;66.25
391547;1;20.00
392069;2;20.75
392605;0;67.50
393112;1;20.25
393634;2;20.75
394171;0;69.00
394679;1;20.25
395201;2;21.00
395738;0;70.25
396247;1;20.25
396770;2;21.00
397307;0;71.50
397816;1;20.50
398340;2;21.00
398340;P;80
398877;0;72.75
399387;1;20.50
399911;2;21.00
400450;0;74.00
400960;1;20.50
401484;2;21.25
402024;0;75.25
402534;1;20.75
403059;2;21.25
403599;0;76.50
404110;1;20.75
404635;2;21.25
405175;0;77.50
405686;1;21.00
406212;2;21.25
406753;0;78.50
407265;1;21.00
407791;2;21.50
407791;P;90
408332;0;79.50
408844;1;21.00
409371;2;21.50
409913;0;80.50
410425;1;21.25
410952;2;21.50
411494;0;81.50
412007;1;21.50
412535;2;21.50
413077;0;82.50
413591;1;21.50
414118;2;21.50
414661;0;83.50
415175;1;21.75
415704;2;21.75
416247;0;84.50
416761;1;21.75
417291;2;21.75
417835;0;85.50
418350;1;22.00
418879;2;21.75
419423;0;86.75
419939;1;22.00
420468;2;21.75
421014;0;88.00
421530;1;22.25
422061;2;22.00
422605;0;89.00
423122;1;22.50
423654;2;22.00
424200;0;90.25
424717;1;22.75
425248;2;22.00
425248;P;100
425795;0;91.25
426312;1;23.00
426845;2;22.25
427392;0;92.00
427909;1;23.00
428442;2;22.25
428989;0;93.00
429507;1;23.25
430041;2;22.25
430587;0;93.75
431107;1;23.50
431640;2;22.25
432188;0;94.50
432707;1;23.75
433241;2;22.50
433788;0;95.00
434308;1;24.25
434842;2;22.50
435390;0;95.50
435910;1;24.50
436444;2;22.50
436993;0;95.75
437512;1;25.00
438046;2;22.50
438046;P;105
438595;0;96.00
439115;1;25.50
439650;2;22.50
440199;0;96.25
440718;1;26.00
441252;2;22.75
441801;0;96.25
442321;1;26.50
442856;2;22.75
443405;0;96.50
443925;1;27.25
444460;2;22.75
445008;0;96.25
445529;1;27.75
446063;2;22.75
446612;0;96.25
447132;1;28.50
447666;2;22.75
448215;0;96.25
448735;1;29.25
449269;2;22.75
449818;0;96.25
450338;1;30.00
450873;2;22.75
451421;0;96.00
451941;1;30.75
452475;2;23.00
453023;0;96.00
453543;1;31.50
454078;2;23.00
454626;0;95.75
455146;1;32.25
455681;2;23.00
456228;0;95.75
456749;1;33.00
457282;2;23.00
457831;0;95.50
458350;1;33.50
458885;2;23.00
459432;0;95.50
459953;1;34.25
460486;2;23.00
461035;0;95.50
461554;1;35.00
462088;2;23.00
462637;0;95.25
463156;1;35.75
463690;2;23.00
464238;0;95.00
464757;1;36.25
465291;2;23.00
465840;0;95.00
466359;1;37.00
466892;2;23.00
467440;0;94.75
467959;1;37.50
468493;2;23.00
469041;0;94.50
469560;1;38.25
470093;2;23.00
470642;0;94.50
471160;1;38.75
471694;2;23.00
472242;0;94.25
472761;1;39.25
473294;2;23.00
473842;0;94.25
474360;1;39.75
474894;2;23.00
475442;0;94.00
475961;1;40.50
476493;2;23.25
477041;0;93.75
477560;1;41.00
478093;2;23.25
478641;0;93.75
479159;1;41.50
479692;2;23.25
480240;0;93.75
480758;1;42.00
